user_id,item_id,time,type,cate,brand
241219,11261,2016/2/1 0:00,1,4,174
241219,11261,2016/2/1 0:00,6,4,174
241219,11261,2016/2/1 0:00,6,4,174
304702,22030,2016/2/1 0:00,6,8,403
273959,102034,2016/2/1 0:00,2,5,78
266079,151327,2016/2/1 0:00,6,8,403
304702,22030,2016/2/1 0:00,6,8,403
304702,22030,2016/2/1 0:00,1,8,403
304702,22030,2016/2/1 0:00,6,8,403
304702,22030,2016/2/1 0:00,1,8,403
246290,125188,2016/2/1 0:00,1,5,479
259786,157850,2016/2/1 0:00,6,7,118
259786,157850,2016/2/1 0:00,1,7,118
245724,43449,2016/2/1 0:00,1,8,693
245724,43449,2016/2/1 0:00,6,8,693
245724,43449,2016/2/1 0:00,6,8,693
259786,157850,2016/2/1 0:00,1,7,118
259786,157850,2016/2/1 0:00,6,7,118
245724,43449,2016/2/1 0:00,1,8,693
259786,157850,2016/2/1 0:00,6,7,118
245724,43449,2016/2/1 0:00,6,8,693
259786,157850,2016/2/1 0:00,6,7,118
259786,157850,2016/2/1 0:00,1,7,118
259786,157850,2016/2/1 0:00,1,7,118
246290,125188,2016/2/1 0:00,1,5,479
231923,165290,2016/2/1 0:00,6,4,885
231923,165290,2016/2/1 0:00,1,4,885
231923,165290,2016/2/1 0:00,1,4,885
231923,165290,2016/2/1 0:00,6,4,885
223936,170497,2016/2/1 0:00,6,6,78
231923,165290,2016/2/1 0:00,6,4,885
242848,136276,2016/2/1 0:00,2,7,587
265960,149290,2016/2/1 0:00,6,9,302
265960,149290,2016/2/1 0:00,1,9,302
265960,149290,2016/2/1 0:00,1,9,302
227292,8952,2016/2/1 0:00,6,4,885
273959,102034,2016/2/1 0:00,6,5,78
227292,87630,2016/2/1 0:00,6,4,885
227292,8952,2016/2/1 0:00,6,4,885
227292,87630,2016/2/1 0:00,1,4,885
227292,87630,2016/2/1 0:00,1,4,885
217567,116489,2016/2/1 0:00,6,8,545
273959,102034,2016/2/1 0:00,6,5,78
227292,87630,2016/2/1 0:00,6,4,885
273959,102034,2016/2/1 0:00,6,5,78
227292,8952,2016/2/1 0:00,6,4,885
273959,102034,2016/2/1 0:00,6,5,78
273959,102034,2016/2/1 0:00,6,5,78
227292,87630,2016/2/1 0:00,6,4,885
227292,8952,2016/2/1 0:00,6,4,885
227292,8952,2016/2/1 0:00,1,4,885
273959,102034,2016/2/1 0:00,6,5,78
273959,102034,2016/2/1 0:00,1,5,78
273959,102034,2016/2/1 0:00,1,5,78
227292,8952,2016/2/1 0:00,1,4,885
237361,91043,2016/2/1 0:00,1,5,306
237361,91043,2016/2/1 0:00,1,5,306
237361,91043,2016/2/1 0:00,2,5,306
263755,13931,2016/2/1 0:00,6,5,159
282788,157381,2016/2/1 0:00,1,8,214
282788,157381,2016/2/1 0:00,1,8,214
263755,13931,2016/2/1 0:00,1,5,159
266079,5825,2016/2/1 0:00,6,8,885
263755,13931,2016/2/1 0:00,6,5,159
263755,13931,2016/2/1 0:00,1,5,159
291777,117144,2016/2/1 0:00,6,4,885
223666,150041,2016/2/1 0:00,6,6,306
223666,150041,2016/2/1 0:00,6,6,306
291777,117144,2016/2/1 0:00,6,4,885
245189,122497,2016/2/1 0:00,6,4,36
291777,117144,2016/2/1 0:00,6,4,885
223666,150041,2016/2/1 0:00,6,6,306
223666,150041,2016/2/1 0:00,1,6,306
223666,150041,2016/2/1 0:00,1,6,306
291777,117144,2016/2/1 0:00,1,4,885
291777,117144,2016/2/1 0:00,6,4,885
223666,150041,2016/2/1 0:00,6,6,306
223666,54209,2016/2/1 0:00,6,6,306
223666,150041,2016/2/1 0:00,6,6,306
291777,117144,2016/2/1 0:00,1,4,885
285125,15168,2016/2/1 0:00,1,6,78
269365,166345,2016/2/1 0:01,4,9,306
242848,136276,2016/2/1 0:01,1,7,587
242848,136276,2016/2/1 0:01,1,7,587
283106,93621,2016/2/1 0:01,6,6,375
292773,80082,2016/2/1 0:01,1,6,800
292773,80082,2016/2/1 0:01,1,6,800
283106,93621,2016/2/1 0:01,6,6,375
283106,93621,2016/2/1 0:01,6,6,375
283106,93621,2016/2/1 0:01,6,6,375
283106,93621,2016/2/1 0:01,1,6,375
283106,93621,2016/2/1 0:01,1,6,375
283106,93621,2016/2/1 0:01,1,6,375
283106,93621,2016/2/1 0:01,1,6,375
292773,80082,2016/2/1 0:01,6,6,800
292773,80082,2016/2/1 0:01,6,6,800
272629,34199,2016/2/1 0:01,6,10,36
283106,146353,2016/2/1 0:01,1,6,174
283106,146353,2016/2/1 0:01,1,6,174
292773,80082,2016/2/1 0:01,6,6,800
283106,93621,2016/2/1 0:01,6,6,375
272629,34199,2016/2/1 0:01,6,10,36
272629,34199,2016/2/1 0:01,6,10,36
283106,93621,2016/2/1 0:01,6,6,375
283106,93621,2016/2/1 0:01,6,6,375
283106,146353,2016/2/1 0:01,6,6,174
223936,170497,2016/2/1 0:01,6,6,78
225935,169935,2016/2/1 0:01,6,4,519
225935,169935,2016/2/1 0:01,6,4,519
290655,98971,2016/2/1 0:01,6,4,800
290655,6866,2016/2/1 0:01,6,4,800
225935,169935,2016/2/1 0:01,6,4,519
225935,169935,2016/2/1 0:01,1,4,519
290655,6866,2016/2/1 0:01,6,4,800
290655,6866,2016/2/1 0:01,6,4,800
225935,169935,2016/2/1 0:01,1,4,519
290655,6866,2016/2/1 0:01,6,4,800
290655,6866,2016/2/1 0:01,6,4,800
290655,98971,2016/2/1 0:01,6,4,800
225935,169935,2016/2/1 0:01,6,4,519
290655,98971,2016/2/1 0:01,6,4,800
254421,116597,2016/2/1 0:01,6,8,812
254421,116597,2016/2/1 0:01,6,8,812
254421,116597,2016/2/1 0:01,6,8,812
254421,116597,2016/2/1 0:01,6,8,812
254421,116597,2016/2/1 0:01,6,8,812
254421,116597,2016/2/1 0:01,6,8,812
254421,116597,2016/2/1 0:01,6,8,812
274713,141395,2016/2/1 0:01,1,6,570
274713,141395,2016/2/1 0:01,6,6,570
241219,20719,2016/2/1 0:01,1,4,519
241219,20719,2016/2/1 0:01,6,4,519
290655,98971,2016/2/1 0:01,2,4,800
241219,20719,2016/2/1 0:01,6,4,519
274713,141395,2016/2/1 0:01,6,6,570
241219,20719,2016/2/1 0:01,6,4,519
241219,20719,2016/2/1 0:01,3,4,519
241219,20719,2016/2/1 0:01,1,4,519
236033,129711,2016/2/1 0:01,6,7,630
261519,73134,2016/2/1 0:01,5,9,95
216863,28502,2016/2/1 0:01,6,5,306
216863,28502,2016/2/1 0:01,6,5,306
216863,28502,2016/2/1 0:01,1,5,306
216863,28502,2016/2/1 0:01,1,5,306
216863,28502,2016/2/1 0:01,6,5,306
216863,28502,2016/2/1 0:01,6,5,306
274713,141395,2016/2/1 0:01,6,6,570
266079,115851,2016/2/1 0:01,1,8,885
241219,28276,2016/2/1 0:01,3,4,519
266079,115851,2016/2/1 0:01,6,8,885
274713,6931,2016/2/1 0:01,1,6,570
261519,73134,2016/2/1 0:01,6,9,95
261519,73134,2016/2/1 0:01,6,9,95
261519,73134,2016/2/1 0:01,6,9,95
209152,56797,2016/2/1 0:01,1,5,489
209152,56797,2016/2/1 0:01,6,5,489
244051,22140,2016/2/1 0:01,1,6,306
244051,22140,2016/2/1 0:01,1,6,306
288386,21457,2016/2/1 0:01,6,8,214
236628,68774,2016/2/1 0:01,6,9,630
288386,21457,2016/2/1 0:01,6,8,214
236628,68774,2016/2/1 0:01,6,9,630
288386,21457,2016/2/1 0:01,6,8,214
236628,68774,2016/2/1 0:01,1,9,630
288386,21457,2016/2/1 0:01,6,8,214
288386,21457,2016/2/1 0:01,6,8,214
288386,21457,2016/2/1 0:01,1,8,214
288386,21457,2016/2/1 0:01,1,8,214
288386,21457,2016/2/1 0:01,6,8,214
236628,68774,2016/2/1 0:01,1,9,630
283106,137805,2016/2/1 0:01,6,4,159
283106,137805,2016/2/1 0:01,1,4,159
283106,137805,2016/2/1 0:01,6,4,159
249099,106647,2016/2/1 0:01,6,4,885
283106,146353,2016/2/1 0:01,1,6,174
283106,146353,2016/2/1 0:01,1,6,174
249099,106647,2016/2/1 0:01,1,4,885
249099,106647,2016/2/1 0:01,6,4,885
283106,137805,2016/2/1 0:01,1,4,159
249099,106647,2016/2/1 0:01,1,4,885
249099,106647,2016/2/1 0:01,6,4,885
283106,93621,2016/2/1 0:01,1,6,375
283106,146353,2016/2/1 0:01,6,6,174
283106,137805,2016/2/1 0:01,6,4,159
283106,93621,2016/2/1 0:01,1,6,375
266079,147796,2016/2/1 0:01,1,8,489
283106,146353,2016/2/1 0:01,1,6,174
283106,146353,2016/2/1 0:01,1,6,174
283106,137805,2016/2/1 0:01,6,4,159
249099,106647,2016/2/1 0:01,6,4,885
270208,86806,2016/2/1 0:01,6,4,174
223936,170497,2016/2/1 0:01,6,6,78
266079,147796,2016/2/1 0:01,6,8,489
245959,145895,2016/2/1 0:01,6,8,693
256173,140741,2016/2/1 0:01,1,7,587
256173,140741,2016/2/1 0:01,6,7,587
256173,140741,2016/2/1 0:01,6,7,587
256173,140741,2016/2/1 0:01,1,7,587
256173,140741,2016/2/1 0:01,6,7,587
243907,80499,2016/2/1 0:01,6,4,752
223666,54209,2016/2/1 0:01,1,6,306
223666,150041,2016/2/1 0:01,6,6,306
223666,54209,2016/2/1 0:01,1,6,306
291777,51852,2016/2/1 0:01,6,4,306
291777,51852,2016/2/1 0:01,6,4,306
291777,117144,2016/2/1 0:01,1,4,885
291777,117144,2016/2/1 0:01,1,4,885
291777,51852,2016/2/1 0:01,6,4,306
243907,80499,2016/2/1 0:01,6,4,752
223666,150041,2016/2/1 0:01,6,6,306
243907,80499,2016/2/1 0:01,6,4,752
291777,51852,2016/2/1 0:01,1,4,306
291777,51852,2016/2/1 0:01,1,4,306
263755,30199,2016/2/1 0:01,1,5,159
263755,30199,2016/2/1 0:01,1,5,159
293891,4732,2016/2/1 0:01,1,6,375
293891,4732,2016/2/1 0:01,6,6,375
293891,4732,2016/2/1 0:01,1,6,375
293891,4732,2016/2/1 0:01,6,6,375
293891,4732,2016/2/1 0:01,1,6,375
293891,4732,2016/2/1 0:01,1,6,375
293891,4732,2016/2/1 0:01,6,6,375
230741,10711,2016/2/1 0:01,1,5,118
272629,107774,2016/2/1 0:01,6,10,36
272629,107774,2016/2/1 0:01,1,10,36
272629,107774,2016/2/1 0:01,6,10,36
272629,107774,2016/2/1 0:01,6,10,36
272629,107774,2016/2/1 0:01,1,10,36
272629,107774,2016/2/1 0:01,6,10,36
230741,10711,2016/2/1 0:01,6,5,118
272629,107774,2016/2/1 0:01,6,10,36
259723,43960,2016/2/1 0:01,1,4,174
259723,68718,2016/2/1 0:01,1,4,752
260731,9112,2016/2/1 0:01,6,5,78
260731,9112,2016/2/1 0:01,1,5,78
260731,9112,2016/2/1 0:01,6,5,78
259723,68718,2016/2/1 0:01,6,4,752
290655,92555,2016/2/1 0:01,1,5,306
260731,9112,2016/2/1 0:01,6,5,78
259723,68718,2016/2/1 0:01,1,4,752
259723,68718,2016/2/1 0:01,6,4,752
259723,43960,2016/2/1 0:01,1,4,174
260731,9112,2016/2/1 0:01,1,5,78
259723,43960,2016/2/1 0:01,6,4,174
259723,68718,2016/2/1 0:01,6,4,752
260731,9112,2016/2/1 0:01,6,5,78
290655,92555,2016/2/1 0:01,6,5,306
260731,9112,2016/2/1 0:01,1,5,78
230786,7199,2016/2/1 0:01,2,4,306
260731,9112,2016/2/1 0:01,1,5,78
290655,92555,2016/2/1 0:01,6,5,306
290655,92555,2016/2/1 0:01,1,5,306
290655,92555,2016/2/1 0:01,6,5,306
290655,98971,2016/2/1 0:01,6,4,800
237361,91043,2016/2/1 0:01,6,5,306
266079,147796,2016/2/1 0:01,6,8,489
223936,170497,2016/2/1 0:01,6,6,78
230786,7199,2016/2/1 0:01,1,4,306
230786,7199,2016/2/1 0:01,1,4,306
230786,7199,2016/2/1 0:01,6,4,306
230786,7199,2016/2/1 0:01,6,4,306
230786,7199,2016/2/1 0:01,6,4,306
246290,125188,2016/2/1 0:01,6,5,479
246290,125188,2016/2/1 0:01,1,5,479
246290,125188,2016/2/1 0:01,6,5,479
246290,125188,2016/2/1 0:01,1,5,479
246290,125188,2016/2/1 0:01,6,5,479
244051,22140,2016/2/1 0:01,6,6,306
244051,22140,2016/2/1 0:01,6,6,306
244051,22140,2016/2/1 0:01,6,6,306
244051,22140,2016/2/1 0:01,6,6,306
244051,22140,2016/2/1 0:01,6,6,306
244051,22140,2016/2/1 0:01,6,6,306
223936,170497,2016/2/1 0:01,6,6,78
263570,143294,2016/2/1 0:01,1,5,225
263570,143294,2016/2/1 0:01,1,5,225
241967,128121,2016/2/1 0:01,3,5,159
292773,158793,2016/2/1 0:01,6,6,375
292773,158793,2016/2/1 0:01,1,6,375
292773,158793,2016/2/1 0:01,6,6,375
292773,158793,2016/2/1 0:01,1,6,375
292773,158793,2016/2/1 0:01,6,6,375
263587,157009,2016/2/1 0:01,1,5,159
262455,2100,2016/2/1 0:01,6,4,800
262455,2100,2016/2/1 0:01,1,4,800
262455,2100,2016/2/1 0:01,1,4,800
262455,2100,2016/2/1 0:01,6,4,800
262455,2100,2016/2/1 0:01,1,4,800
262455,2100,2016/2/1 0:01,6,4,800
217567,116489,2016/2/1 0:01,5,8,545
262455,2100,2016/2/1 0:01,1,4,800
262455,2100,2016/2/1 0:01,6,4,800
302306,117882,2016/2/1 0:01,1,4,519
302306,117882,2016/2/1 0:01,6,4,519
302306,117882,2016/2/1 0:01,1,4,519
302306,117882,2016/2/1 0:01,6,4,519
283106,4732,2016/2/1 0:01,6,6,375
283106,70888,2016/2/1 0:01,1,6,885
283106,70888,2016/2/1 0:01,6,6,885
283106,70888,2016/2/1 0:01,6,6,885
283106,137805,2016/2/1 0:01,1,4,159
283106,4732,2016/2/1 0:01,6,6,375
283106,4732,2016/2/1 0:01,1,6,375
283106,4732,2016/2/1 0:01,6,6,375
283106,4732,2016/2/1 0:01,1,6,375
283106,4732,2016/2/1 0:01,6,6,375
283106,4732,2016/2/1 0:01,6,6,375
283106,70888,2016/2/1 0:01,1,6,885
283106,70888,2016/2/1 0:01,6,6,885
283106,137805,2016/2/1 0:01,1,4,159
218536,15168,2016/2/1 0:01,2,6,78
285125,15168,2016/2/1 0:01,1,6,78
241967,137805,2016/2/1 0:01,3,4,159
288386,169819,2016/2/1 0:01,6,8,214
288386,169819,2016/2/1 0:01,6,8,214
288386,169819,2016/2/1 0:01,6,8,214
288386,169819,2016/2/1 0:01,1,8,214
288386,169819,2016/2/1 0:01,1,8,214
288386,169819,2016/2/1 0:01,6,8,214
288386,169819,2016/2/1 0:01,6,8,214
233763,4732,2016/2/1 0:01,1,6,375
233763,4732,2016/2/1 0:01,1,6,375
233763,4732,2016/2/1 0:01,6,6,375
223936,170497,2016/2/1 0:01,6,6,78
285125,15168,2016/2/1 0:01,6,6,78
227292,121201,2016/2/1 0:01,6,10,653
227292,121201,2016/2/1 0:01,6,10,653
227292,121201,2016/2/1 0:01,6,10,653
230741,10711,2016/2/1 0:01,1,5,118
227292,121201,2016/2/1 0:01,1,10,653
227292,121201,2016/2/1 0:01,1,10,653
230741,10711,2016/2/1 0:01,6,5,118
273599,7295,2016/2/1 0:01,1,4,199
273599,7295,2016/2/1 0:01,1,4,199
273599,7295,2016/2/1 0:01,6,4,199
273599,7295,2016/2/1 0:01,6,4,199
273599,7295,2016/2/1 0:01,6,4,199
