user_id,order_id,category_id,price,finish_time,finish_time_hour
201766,"2298002162359206320	","2268105393966154496	",312.48,2020/4/29,12
200250,"2298002502676644300	","2268105427260539392	",18.5,2020/4/29,12
200250,"2298002502676644300	","2268105428166509056	",856.46,2020/4/29,12
200250,"2298197624768954873	","2268105428166509056	",856.46,2020/4/29,18
200250,"2298197624768954873	","2268105427260539392	",18.5,2020/4/29,18
200831,"2298004034688123530	","2268105428166509056	",83.31,2020/4/29,12
201883,"2298004151876977305	","2268105428166509056	",208.31,2020/4/29,12
201310,"2298004518056493760	","2268105426648171008	",162.01,2020/4/29,12
200090,"2298004997423497997	","2268105428166509056	",138.63,2020/4/29,12
202705,"2298006362988217260	","2268105411523510272	",6.23,2020/4/29,12
202212,"2298006914606302181	","2268105428166509056	",138.63,2020/4/29,12
202701,"2298007461744869422	","2374498914000592384	",381.92,2020/4/29,12
202611,"2298009757589438761	","2268105406356128768	",12.71,2020/4/29,12
202611,"2298009757589438761	","2268105409225031680	",109.24,2020/4/29,12
202611,"2298009757589438761	","2268105406549066752	",11.55,2020/4/29,12
202611,"2298009757589438761	","2268105409317306368	",300.9,2020/4/29,12
202611,"2300016829973660468	","2268105402447037440	",20.81,2020/5/2,7
202692,"2298012983688692346	","2268105390484882176	",81,2020/4/29,12
202692,"2298644555047633841	","2268105428166509056	",1387.01,2020/4/30,9
202692,"2298661103766340513	","2268105428166509056	",1387.01,2020/4/30,10
202692,"2298822468086792918	","2268105428166509056	",810.16,2020/4/30,15
202098,"2298014448792634130	","2268105440917193472	",16.18,2020/4/29,12
201439,"2298014487472505625	","2268105406549066752	",77.52,2020/4/29,12
202697,"2298014603872830244	","2268105654591816192	",6.92,2020/4/29,12
202697,"2298014603872830244	","2268105406549066752	",5.07,2020/4/29,12
202697,"2298014603872830244	","2268105438702600960	",3.68,2020/4/29,12
202712,"2298018560376570085	","2268105441856717568	",20.81,2020/4/29,12
202712,"2302122841081905852	","2268105428166509056	",208.08,2020/5/5,4
202706,"2298018598116917482	","2268105428250395136	",29.14,2020/4/29,12
202649,"2298020220926689678	","2268105428166509056	",138.87,2020/4/29,13
201090,"2298020380796780966	","2268105441009468160	",57.85,2020/4/29,13
201090,"2305912719812854023	","2268105390484882176	",65.95,2020/5/10,10
202715,"2298021217040335364	","2268105430162997760	",9.24,2020/4/29,13
202691,"2298024655925019493	","2268105393035019008	",391.18,2020/4/29,13
202595,"2298026047444091877	","2268105393035019008	",46.27,2020/4/29,13
202597,"2298026113470825457	","2268105402556089344	",20.81,2020/4/29,13
200390,"2298026333160079366	","2268105430162997760	",3.45,2020/4/29,13
202714,"2298027060855046228	","2268105428502053376	",157.38,2020/4/29,13
202711,"2298027230749524074	","2268105654591816192	",8.08,2020/4/29,13
206759,"2298027408663511168	","2268105446034244352	",2.52,2020/4/29,13
206759,"2300742966706176438	","2268105402774193152	",48.59,2020/5/3,7
206759,"2308785896033354478	","2268105428166509056	",300.9,2020/5/14,9
202718,"2298028973541556521	","2268105403822769152	",42.8,2020/4/29,13
202531,"2298030363735228851	","2268105392925967104	",11.55,2020/4/29,13
202151,"2298030589137125829	","2268105458717818880	",19.88,2020/4/29,13
202151,"2303821543706198493	","2268105392741417728	",34.7,2020/5/7,13
202710,"2298032794787381933	","2268105407220155392	",479.14,2020/4/29,13
202710,"2298042329916768810	","2268105426648171008	",81,2020/4/29,13
202719,"2298032832309625523	","2268105440640369408	",16.18,2020/4/29,13
200069,"2298033523732251384	","2268105406549066752	",20.35,2020/4/29,13
200069,"2298227680488718341	","2268105406356128768	",18.5,2020/4/29,19
202716,"2298033587376620288	","2268105428166509056	",148.82,2020/4/29,13
202707,"2298034461511517018	","2268105464925389056	",138.63,2020/4/29,13
202707,"2299883989067890707	","2268105464766005504	",393.5,2020/5/2,2
202707,"2299925211752956731	","2268105464766005504	",393.5,2020/5/2,4
200270,"2298034599193740139	","2268105389956399872	",451.37,2020/4/29,13
200270,"2298034599193740139	","2268105441101742848	",74.05,2020/4/29,13
200270,"2298034599193740139	","2268105441009468160	",115.72,2020/4/29,13
200270,"2298034599193740139	","2268105442636858112	",23.13,2020/4/29,13
200270,"2298034599193740139	","2268105442636858112	",20.81,2020/4/29,13
200270,"2298034599193740139	","2268105439247860480	",122.66,2020/4/29,13
200270,"2298473316748362689	","2268105438853595904	",11.78,2020/4/30,4
200270,"2298473316748362689	","2268105438853595904	",11.32,2020/4/30,4
200270,"2307410330877166336	","2268105389956399872	",451.37,2020/5/12,11
200270,"2307410330877166336	","2268105441101742848	",74.05,2020/5/12,11
200270,"2307410330877166336	","2268105441009468160	",115.72,2020/5/12,11
200270,"2307410330877166336	","2268105442636858112	",23.13,2020/5/12,11
200270,"2307410330877166336	","2268105442636858112	",20.81,2020/5/12,11
200270,"2307410330877166336	","2268105439247860480	",122.66,2020/5/12,11
202678,"2298034778315686781	","2268105441101742848	",32.38,2020/4/29,13
202642,"2298035974564742130	","2309018576985522688	",8.1,2020/4/29,13
201197,"2298038880856703210	","2268105445094720256	",6.92,2020/4/29,13
206767,"2298039440460742945	","2268105406549066752	",39.1,2020/4/29,13
201241,"2298039596253970735	","2268105406549066752	",6,2020/4/29,13
202567,"2298041066449797558	","2268105439247860480	",43.96,2020/4/29,13
201062,"2298042192276488730	","2268105440917193472	",46.27,2020/4/29,13
202004,"2298045970010604429	","2268105407220155392	",289.33,2020/4/29,13
201862,"2298046537323774910	","2268105413008293888	",9.24,2020/4/29,13
201862,"2298046537323774910	","2268105413008293888	",8.08,2020/4/29,13
201862,"2298046537323774910	","2268105412463034368	",3.45,2020/4/29,13
201678,"2298048720828104841	","2268105406549066752	",92.57,2020/4/29,13
200760,"2298049449580036302	","2268105441856717568	",32.38,2020/4/29,14
200760,"2298049449580036302	","2268105406456792064	",27.75,2020/4/29,14
202726,"2298050286561788191	","2268105428074234368	",22.89,2020/4/29,14
202726,"2307929202562695554	","2268105406691673088	",20.81,2020/5/13,5
202729,"2298054179261776552	","2268105392414262016	",15.02,2020/4/29,14
200580,"2298056278712255354	","2268105406549066752	",7.38,2020/4/29,14
200580,"2298712004036133784	","2268105406549066752	",7.38,2020/4/30,11
202727,"2298057884467986457	","2268105392741417728	",118.03,2020/4/29,14
202727,"2298121410213577508	","2268105392741417728	",118.03,2020/4/29,16
202727,"2304566999201612034	","2268105428166509056	",740.49,2020/5/8,13
200262,"2298057916059484192	","2268105444734010112	",8.1,2020/4/29,14
202366,"2298058110532583481	","2268105428166509056	",254.61,2020/4/29,14
200345,"2298058570781950063	","2268105402556089344	",46.27,2020/4/29,14
200345,"2298058570781950063	","2268105428166509056	",115.72,2020/4/29,14
200345,"2298058570781950063	","2268105411523510272	",53.22,2020/4/29,14
200345,"2308703019841094491	","2268105402556089344	",23.13,2020/5/14,6
202733,"2298058670690271352	","2268105430162997760	",81,2020/4/29,14
202732,"2298059465175335107	","2268105408964984832	",6.23,2020/4/29,14
202731,"2298060100125851900	","2268105393035019008	",46.27,2020/4/29,14
202731,"2304579991301521587	","2268105402447037440	",27.75,2020/5/8,14
202077,"2298061556522418577	","2268105392070329088	",69.42,2020/4/29,14
200349,"2298062845666918937	","2268105430162997760	",43.96,2020/4/29,14
200349,"2298814318159856576	","2268105447879738112	",276.6,2020/4/30,15
202734,"2298064568988992203	","2268105427528974848	",5.76,2020/4/29,14
202605,"2298064786681758433	","2268105406549066752	",25.44,2020/4/29,14
202689,"2298069521983864965	","2268105458902368256	",57.85,2020/4/29,14
202725,"2298069587549225098	","2268105428166509056	",300.9,2020/4/29,14
200813,"2298069964415828136	","2268105407933187072	",152.52,2020/4/29,14
202737,"2298072988148302299	","2268105428074234368	",22.89,2020/4/29,14
201679,"2298073451031691784	","2268105409048870912	",23.13,2020/4/29,14
202739,"2298074835521110650	","2268105441101742848	",23.13,2020/4/29,14
202739,"2298076131896591077	","2268105409845788672	",67.8,2020/4/29,14
202739,"2310530766586511959	","2268105441101742848	",23.13,2020/5/16,19
201681,"2298076586190045965	","2268105408964984832	",2.99,2020/4/29,14
206714,"2298077698066482038	","2268105428166509056	",196.27,2020/4/29,14
202740,"2298079065845793773	","2268105430162997760	",23.13,2020/4/29,14
201968,"2298079176726414325	","2268105389880902400	",39.33,2020/4/29,15
201968,"2298079176726414325	","2268105393035019008	",46.27,2020/4/29,15
200539,"2298079409552228377	","2268105428166509056	",161.78,2020/4/29,15
200539,"2298079409552228377	","2268105427260539392	",0.23,2020/4/29,15
202230,"2298085777554276936	","2268105428166509056	",242.8,2020/4/29,15
202728,"2298086760850129574	","2268105440044778240	",9.24,2020/4/29,15
200160,"2298086964164821682	","2268105389067207424	",266.18,2020/4/29,15
202119,"2298087060088554175	","2268105402447037440	",11.55,2020/4/29,15
202746,"2298089619234751410	","2268105442242593536	",11.55,2020/4/29,15
202749,"2298089759584551872	","2268105411523510272	",32.38,2020/4/29,15
201975,"2298090374855394301	","2268105420969083136	",62.48,2020/4/29,15
201504,"2298090474671439876	","2268105427872907776	",10.42,2020/4/29,15
201768,"2298091624959311994	","2268105428166509056	",208.31,2020/4/29,15
202524,"2298092744368718054	","2268105426648171008	",162.01,2020/4/29,15
202524,"2298510429955031145	","2268105408679772160	",1.16,2020/4/30,5
202752,"2298094120956068196	","2268105408964984832	",9.24,2020/4/29,15
202283,"2298094891617485242	","2268105441856717568	",18.5,2020/4/29,15
201189,"2298096107395220017	","2268105444734010112	",7.99,2020/4/29,15
202328,"2298096862688707192	","2268105406691673088	",8.08,2020/4/29,15
200700,"2298097459345228472	","2268105482608574976	",13.87,2020/4/29,15
200721,"2298100668205892575	","2268105426648171008	",208.31,2020/4/29,15
202743,"2298102527196921982	","2268105427528974848	",4.61,2020/4/29,15
202743,"2298102527196921982	","2268105427872907776	",12.01,2020/4/29,15
202743,"2299497072837002002	","2268105637277728768	",23.13,2020/5/1,13
202743,"2299497072837002002	","2268105427872907776	",23.13,2020/5/1,13
202556,"2298103072515162289	","2268105428946649600	",40.49,2020/4/29,15
202556,"2298103072515162289	","2268105427528974848	",23.13,2020/4/29,15
202556,"2305190435724722848	","2268105440220939008	",231.46,2020/5/9,10
201037,"2298103334684328133	","2268105428166509056	",104.14,2020/4/29,15
201608,"2298104192226558226	","2268105428594328064	",324.05,2020/4/29,15
201608,"2298767035124941452	","2268105426908217856	",9,2020/4/30,13
200369,"2298106109350642109	","2374498914000592384	",370.35,2020/4/29,15
202744,"2298106533830984165	","2268105409048870912	",31.23,2020/4/29,15
201390,"2298106658301149684	","2268105390300332800	",54.61,2020/4/29,15
202713,"2298107073444971030	","2268105458902368256	",194.42,2020/4/29,15
201913,"2298107161777013282	","2268105408964984832	",9.24,2020/4/29,15
202454,"2298108564746535596	","2268105441856717568	",37.01,2020/4/29,15
202745,"2298110968443437934	","2268105427260539392	",2.29,2020/4/29,16
202076,"2298111728963027895	","2268105441101742848	",81,2020/4/29,16
202188,"2298112131758818276	","2268105458457772032	",335.63,2020/4/29,16
202758,"2298113696158711915	","2268105428250395136	",37.01,2020/4/29,16
206740,"2298114976126075117	","2268105419375247616	",2.08,2020/4/29,16
202342,"2298115808309543227	","2268105430162997760	",34.7,2020/4/29,16
202759,"2298116187692728672	","2268105428166509056	",127.29,2020/4/29,16
202759,"2298173074702337019	","2268105402774193152	",23.13,2020/4/29,18
201771,"2298116388750885242	","2268105428401390080	",18.5,2020/4/29,16
201771,"2303228958914642694	","2268105428401390080	",46.27,2020/5/6,17
202755,"2298117791544246763	","2268105393848713984	",231.46,2020/4/29,16
202755,"2298117791544246763	","2268105439323357952	",208.31,2020/4/29,16
202755,"2302856693177909698	","2268105389956399872	",175.9,2020/5/6,5
202537,"2298117894396969456	","2268105403738883072	",104.14,2020/4/29,16
200475,"2298121516404966189	","2268105430162997760	",53.22,2020/4/29,16
200571,"2298121697909277508	","2268105392070329088	",85.63,2020/4/29,16
200571,"2298121697909277508	","2268105441856717568	",37.01,2020/4/29,16
201286,"2298126686975164693	","2268105428166509056	",161.78,2020/4/29,16
201286,"2298126686975164693	","2268105427260539392	",4.61,2020/4/29,16
201286,"2301486158116291437	","2268105458625544192	",17.34,2020/5/4,7
202768,"2298129981240246846	","2268105427528974848	",5.76,2020/4/29,16
202768,"2304700061910565734	","2268105408964984832	",11.55,2020/5/8,18
202768,"2304700061910565734	","2268105408964984832	",11.55,2020/5/8,18
202766,"2298130346455073377	","2268105406549066752	",6.92,2020/4/29,16
202766,"2298130346455073377	","2268105406691673088	",2.06,2020/4/29,16
202765,"2298130735610987137	","2268105426983715328	",11.55,2020/4/29,16
202769,"2298131709603873517	","2268105430162997760	",25.44,2020/4/29,16
202459,"2298137013729099936	","2268105442636858112	",23.36,2020/4/29,16
202459,"2298137013729099936	","2268105441101742848	",64.79,2020/4/29,16
202622,"2298138225505468670	","2268105443039511296	",104.14,2020/4/29,16
202622,"2298138225505468670	","2268105444910170880	",2.99,2020/4/29,16
202622,"2298138225505468670	","2268105444734010112	",6.92,2020/4/29,16
202622,"2298787628478104129	","2268105443039511296	",104.14,2020/4/30,14
202622,"2299353824118178738	","2268105392632365824	",37.01,2020/5/1,9
202622,"2305373324122783898	","2268105428166509056	",115.72,2020/5/9,16
202622,"2305382358058009248	","2268105427260539392	",0.23,2020/5/9,16
202775,"2298138436864835851	","2268105406356128768	",37.01,2020/4/29,16
200589,"2298141855449088537	","2268105406549066752	",5.76,2020/4/29,17
201295,"2298142475753095766	","2268105428166509056	",532.38,2020/4/29,17
202662,"2298143277787906715	","2268105408679772160	",138.87,2020/4/29,17
202662,"2298694496633750374	","2268105408679772160	",138.87,2020/4/30,11
202662,"2300859554952380895	","2268105420969083136	",178.22,2020/5/3,11
202662,"2303746287020802812	","2268105445304435456	",185.16,2020/5/7,10
202662,"2303746287020802812	","2268105445094720256	",7.38,2020/5/7,10
201375,"2298143387452179111	","2268105408293897216	",13.87,2020/4/29,17
201375,"2298143387452179111	","2268105408293897216	",13.87,2020/4/29,17
202708,"2298143803560690381	","2268105407220155392	",289.33,2020/4/29,17
202503,"2298145860900356978	","2268105427528974848	",1.16,2020/4/29,17
202780,"2298146841042092998	","2268105390484882176	",13.87,2020/4/29,17
202572,"2298147456329712637	","2268105427075990016	",2.78,2020/4/29,17
202572,"2298771772935241845	","2268105427260539392	",0.23,2020/4/30,13
200166,"2298149081119195275	","2268105438929093376	",3.68,2020/4/29,17
200166,"2298149081119195275	","2268105438929093376	",1.13,2020/4/29,17
202762,"2298152465654088068	","2360741866917331968	",196.74,2020/4/29,17
202243,"2298154717869507131	","2268105430162997760	",25.44,2020/4/29,17
202786,"2298155538166317692	","2268105426983715328	",2.29,2020/4/29,17
202338,"2298160216258117647	","2268105441101742848	",138.87,2020/4/29,17
202338,"2298591932353347813	","2268105430162997760	",203.68,2020/4/30,7
202338,"2298591932353347813	","2268105430162997760	",324.05,2020/4/30,7
200729,"2298160678789185586	","2268105440220939008	",78.68,2020/4/29,17
200729,"2302145843660063449	","2268105445304435456	",85.63,2020/5/5,5
200729,"2303240769336508940	","2268105428166509056	",995.35,2020/5/6,17
202791,"2298165306842939783	","2268105439247860480	",43.96,2020/4/29,17
202695,"2298165996101304765	","2268105428166509056	",1433.54,2020/4/29,17
202788,"2298167297610613283	","2268105440824918784	",416.64,2020/4/29,17
201873,"2298167387502936623	","2268105430162997760	",43.96,2020/4/29,17
200420,"2298167690180690506	","2268105428166509056	",416.64,2020/4/29,17
200420,"2298167690180690506	","2268105430162997760	",18.5,2020/4/29,17
202792,"2298168894096933549	","2374498914000592384	",925.9,2020/4/29,17
202782,"2298173760605257768	","2268105409048870912	",27.75,2020/4/29,18
201491,"2298175846491357353	","2268105430162997760	",8.08,2020/4/29,18
202785,"2298178785129791857	","2268105444734010112	",6,2020/4/29,18
202785,"2298671110914310257	","2268105442636858112	",16.18,2020/4/30,10
202785,"2298671110914310257	","2268105444734010112	",8.56,2020/4/30,10
202785,"2298686622121591718	","2268105444734010112	",10.16,2020/4/30,11
202757,"2298183679689622200	","2268105402774193152	",23.13,2020/4/29,18
201530,"2298185261302940462	","2268105409048870912	",57.85,2020/4/29,18
202795,"2298185810354111317	","2268105406549066752	",69.42,2020/4/29,18
202795,"2298185810354111317	","2268105406691673088	",16.18,2020/4/29,18
202795,"2298185810354111317	","2268105406356128768	",129.61,2020/4/29,18
200709,"2298187955195347950	","2268105430162997760	",81,2020/4/29,18
202798,"2298190616707727514	","2268105402556089344	",53.22,2020/4/29,18
200140,"2298192775792820485	","2268105403822769152	",37.01,2020/4/29,18
206731,"2298198482294407724	","2268105409225031680	",121.5,2020/4/29,18
202797,"2298204960245941156	","2268105430162997760	",10.86,2020/4/29,19
202787,"2298207479101653041	","2268105439004590848	",2.99,2020/4/29,19
202787,"2298207479101653041	","2268105444734010112	",6.92,2020/4/29,19
202787,"2298207479101653041	","2268105440917193472	",16.18,2020/4/29,19
202787,"2298789187970663118	","2268105406549066752	",5.07,2020/4/30,14
202787,"2298791212645090158	","2268105406549066752	",5.07,2020/4/30,14
202585,"2298209232673046672	","2268105406549066752	",25.44,2020/4/29,19
202091,"2298218229413184091	","2268105406549066752	",77.52,2020/4/29,19
201748,"2298218944374243958	","2360741867017995264	",173.59,2020/4/29,19
200640,"2298226069716599729	","2374498914000592384	",416.64,2020/4/29,19
200640,"2298226069716599729	","2360741866917331968	",231.46,2020/4/29,19
200640,"2298226069716599729	","2268105392833692416	",347.2,2020/4/29,19
202801,"2298235058604998990	","2268105428401390080	",18.5,2020/4/29,20
202802,"2298235852712575351	","2268105406456792064	",27.75,2020/4/29,20
200984,"2298238011361460677	","2268105392833692416	",810.16,2020/4/29,20
200791,"2298241357954679371	","2268105392741417728	",111.09,2020/4/29,20
200791,"2298241357954679371	","2268105404862956544	",69.42,2020/4/29,20
200791,"2298241357954679371	","2268105404393194496	",23.13,2020/4/29,20
200791,"2298241357954679371	","2268105440917193472	",90.25,2020/4/29,20
200791,"2298241357954679371	","2268105403822769152	",50.9,2020/4/29,20
200791,"2298241357954679371	","2268105441009468160	",57.85,2020/4/29,20
200791,"2298241357954679371	","2268105438929093376	",23.13,2020/4/29,20
200791,"2298241357954679371	","2268105402983908352	",21.97,2020/4/29,20
200791,"2298241357954679371	","2268105392070329088	",101.83,2020/4/29,20
200791,"2298241357954679371	","2268105442636858112	",28.91,2020/4/29,20
200791,"2298241357954679371	","2268105442636858112	",25.44,2020/4/29,20
200791,"2298241357954679371	","2268105442636858112	",41.64,2020/4/29,20
200791,"2298241357954679371	","2268105442636858112	",76.37,2020/4/29,20
200791,"2298241357954679371	","2268105442636858112	",62.48,2020/4/29,20
200791,"2298241357954679371	","2268105439726011136	",60.16,2020/4/29,20
200791,"2298241357954679371	","2268105444734010112	",17.34,2020/4/29,20
200791,"2298545959778386686	","2268105392070329088	",150.44,2020/4/30,6
200791,"2298545959778386686	","2268105392070329088	",104.14,2020/4/30,6
200791,"2298545959778386686	","2268105403822769152	",32.38,2020/4/30,6
200791,"2298617670079087032	","2268105402447037440	",18.5,2020/4/30,8
200791,"2298617670079087032	","2268105393035019008	",24.05,2020/4/30,8
200791,"2298617670079087032	","2268105403822769152	",32.38,2020/4/30,8
200791,"2298617670079087032	","2268105402556089344	",23.13,2020/4/30,8
200791,"2301503310605058749	","2268105440220939008	",300.9,2020/5/4,8
200791,"2302113512194835378	","2268105441101742848	",50.9,2020/5/5,4
200791,"2302113512194835378	","2268105393035019008	",46.27,2020/5/5,4
200791,"2302113512194835378	","2268105441101742848	",115.72,2020/5/5,4
200791,"2302113512194835378	","2268105441101742848	",64.79,2020/5/5,4
200791,"2302113512194835378	","2268105403822769152	",32.38,2020/5/5,4
200791,"2302113512194835378	","2268105393035019008	",24.05,2020/5/5,4
200791,"2302113512194835378	","2268105403822769152	",7.85,2020/5/5,4
200791,"2302144695066690145	","2268105402447037440	",18.5,2020/5/5,5
200791,"2302144695066690145	","2268105390300332800	",43.96,2020/5/5,5
200791,"2302144695066690145	","2268105440137052928	",74.75,2020/5/5,5
200791,"2302144695066690145	","2268105444734010112	",21.97,2020/5/5,5
200791,"2302144695066690145	","2268105404393194496	",57.85,2020/5/5,5
200791,"2302183817688908096	","2268105393035019008	",46.27,2020/5/5,6
200791,"2302183817688908096	","2268105392070329088	",162.01,2020/5/5,6
200791,"2302183817688908096	","2268105392070329088	",104.14,2020/5/5,6
200791,"2302188115416056622	","2268105392070329088	",150.44,2020/5/5,7
200791,"2302188115416056622	","2268105441101742848	",50.9,2020/5/5,7
200791,"2302188115416056622	","2268105402556089344	",23.13,2020/5/5,7
200791,"2302194081092075916	","2268105441101742848	",185.16,2020/5/5,7
200791,"2302194081092075916	","2268105441101742848	",23.13,2020/5/5,7
200791,"2302194081092075916	","2268105402983908352	",21.97,2020/5/5,7
200791,"2302194081092075916	","2268105403822769152	",32.38,2020/5/5,7
200791,"2302220348784902358	","2268105402556089344	",23.13,2020/5/5,8
200791,"2302220348784902358	","2268105403822769152	",70.58,2020/5/5,8
200791,"2302220348784902358	","2268105439726011136	",60.16,2020/5/5,8
200791,"2302220348784902358	","2268105441563116288	",69.42,2020/5/5,8
200791,"2302220348784902358	","2268105442636858112	",28.91,2020/5/5,8
200791,"2306603543072604900	","2268105407220155392	",256.92,2020/5/11,9
200791,"2306603543072604900	","2268105392070329088	",425.9,2020/5/11,9
200791,"2306603543072604900	","2268105392070329088	",60.86,2020/5/11,9
200791,"2306603543072604900	","2268105393035019008	",462.94,2020/5/11,9
200791,"2306603543072604900	","2268105440137052928	",74.75,2020/5/11,9
200791,"2306603543072604900	","2268105442846573312	",57.85,2020/5/11,9
200791,"2306603543072604900	","2268105404393194496	",23.13,2020/5/11,9
200791,"2306634861722468538	","2268105407220155392	",273.13,2020/5/11,10
200791,"2306634861722468538	","2268105392070329088	",85.63,2020/5/11,10
200791,"2306960326299485117	","2268105440220939008	",63.63,2020/5/11,21
200791,"2306960326299485117	","2268105439407244032	",81,2020/5/11,21
200791,"2306960326299485117	","2268105393035019008	",24.05,2020/5/11,21
200791,"2306960326299485117	","2268105403176846336	",48.59,2020/5/11,21
200791,"2306960326299485117	","2268105407220155392	",486.09,2020/5/11,21
200791,"2306960326299485117	","2268105407220155392	",460.63,2020/5/11,21
200791,"2306960326299485117	","2268105438929093376	",46.27,2020/5/11,21
200791,"2307313143753212390	","2268105441101742848	",97.2,2020/5/12,8
